"","X","taxon","sample.id","count","depth","thickness","age.older","age","age.younger","chronology.name","age.type","chronology.id","dataset.id","unit.name","site.id","site.name","long","lat","elev","description","long.acc","lat.acc","dataset.name","collection.type","collection.handle","dataset.type","ContactID","ContactName","submission.date","submission.type","genus","species","family","phylum","ne_10m_adm","ScaleRank","LabelRank","FeatureCla","OID_","SOVEREIGNT","SOV_A3","ADM0_DIF","LEVEL","TYPE","ADMIN","ADM0_A3","GEOU_DIF","GEOUNIT","GU_A3","SU_DIF","SUBUNIT","SU_A3","NAME","ABBREV","POSTAL","NAME_FORMA","TERR_","NAME_SORT","MAP_COLOR","POP_EST","GDP_MD_EST","FIPS_10_","ISO_A2","ISO_A3","ISO_N3","ISO3","LON","LAT","ISO3.1","ADMIN.1","REGION","continent","GEO3major","GEO3","IMAGE24","GLOCAF","Stern","SRESmajor","SRES","GBD","AVOIDnumeric","AVOIDname","LDC","SID","LLDC"
"8489",8489,"Alnus",149943,5,20,1,630,252,1,"Neotoma 1","Calibrated radiocarbon years BP",8430,15878,NA,10411,"Tumalo Lake",-121.5425,44.02195,1543,"Tumalo Lake lies at the head of a small glacial trough on the eastern flank of the Cascade Range. Surrounding vegetation: dominant arboreal species include Abies grandis, A. amabilis, Picea engelmannii, along with scattered Tsuga mertesiana on moist slopes and Pinus contorta, P. ponderosa, and some P. monticola on dry slopes. Common nonarboreal species include Ceanothus velutinus, Arctostaphylos nevadensis, with Stipa occidentalis and occasional Epilobium angustifolium on open slopes. Shrub and herb cover is minimal under closed pine and fir canopies.",0.007000000000005,0.00189999999999912,NA,"Core","TUMALO","pollen",937,"Long, Colin James","2015-05-12","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"8503",8503,"Alnus",388491,45,80,NA,NA,1800,NA,"EPD default","Radiocarbon years BP",29521,4436,NA,3423,"Sluggan Moss",-6.258333,54.776944,52,"Suffered large scale peat erosion. Physiography: extensive area of raised bogs. Surrounding vegetation: raised bog.",0,0,"EPD E# 605","Section","SLUGGAN","pollen",1071,"Goddard, I. C.","2019-07-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"8543",8543,"Alnus",149801,44,0,1,-48,-51,-54,"Neotoma 1","Calibrated radiocarbon years BP",8427,15872,NA,10408,"Top Lake",-130.944895,54.47601,33,"Top Lake is surrounded by blanket bog, rocky outcrops, and some steep areas with scrub forest. Surrounding vegetation: Callitropsis nootkatensis, Pinus contorta, Tsuga heterophylla, Taxus brevifolia, Gaultheria shallon, Ledum, Veratrum viride, Lysichiton americanum, Nuphar polysepalum, Pteridium aquilinum, Empetrum nigrum, Blechnum spicant, Eriophorum chamissonis, Kalmia microphylla occidentalis, Myrica gale, Pinguicula villosa, Vaccinium uliginosum, Viola langsdorfii, and several Sphagnum species.",0.00178999999999974,0.00202000000000169,NA,"Core","TOPLAKE","pollen",7217,"McLaren, Duncan","2015-05-11","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"8553",8553,"Alnus",176318,865,114,NA,NA,2486,NA,"EPD 1","Radiocarbon years BP",11621,20065,NA,13398,"Leerdam",5.075556,51.888056,-1,"Basin. Physiography: Schaik alluvial ridge. Surrounding vegetation: Wetland.",0,0,NA,"Core","LEERDAM1","pollen",8809,"de Klerk, Pim","2016-07-20","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","NLD",1,6,"Adm-0 country",20,"Netherlands","NL1",0,2,"Country","Netherlands","NLD",0,"Netherlands","NLD",0,"Netherlands","NLD","Netherlands","Neth.","NL","Kingdom of the Netherlands",NA,"Netherlands",9,16715999,672000,0,"NL","NLD",528,"NLD",5.63956381350168,52.2821184205217,"NLD","Netherlands","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8557",8557,"Alnus",39816,238,68,NA,NA,2865,NA,"PALE 1","Radiocarbon years BP",943,1886,NA,1822,"Pepel'noye Lake",150.616667,59.85,115,"Lake. Physiography: tectonic depression. Surrounding vegetation: Larix dahurica forest.",0,0,NA,"Core","PEPELNOY","pollen",118,"Anderson, Patricia M.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","RUS",1,2,"Adm-0 country",214,"Russia","RUS",0,2,"Sovereign country","Russia","RUS",0,"Russia","RUS",0,"Russia","RUS","Russia","Rus.","RUS","Russian Federation",NA,"Russia",7,140041247,2266000,0,"RU","RUS",643,"RUS",99.0658127547977,61.6613564597895,"RUS","Russia","Europe","Eurasia","Europe","Eastern Europe","Russia+","Russia","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",3,"Russia","other","other","other"
"8564",8564,"Alnus",245422,6,70,NA,NA,NA,NA,"No chronology",NA,NA,24439,NA,15880,"Les Laubies",3.65,44.4666666666667,1380,"Peat bog. Physiography: valley. Surrounding vegetation: forest.",0,0,"LAUBIES2","Core","LAUBIES2","pollen",706,"de Beaulieu, Jacques Louis","2018-01-18","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"8567",8567,"Alnus",174467,17,1321,NA,NA,1502,NA,"C14 BP","Radiocarbon years BP",11590,20018,NA,13383,"Lake Flåfattjønna",10.398245,62.331455,1115,"Lake. Physiography: Plateau. Surrounding vegetation: Birch forest. Vegetation formation: Alpine zone.",0.00778999999999996,0.00256999999999863,NA,"Core","FLAFATTJ","pollen",741,"Paus, Aage","2016-07-17","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","NOR",1,2,"Adm-0 country",199,"Norway","NOR",0,2,"Sovereign country","Norway","NOR",0,"Norway","NOR",0,"Norway","NOR","Norway","Nor.","N","Kingdom of Norway",NA,"Norway",12,4676305,276400,0,"NO","NOR",578,"NOR",14.0209517253496,64.2383990120684,"NOR","Norway","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8571",8571,"Alnus",36531,29,0,NA,NA,-50,NA,"NAPD 1 (radiocarbon years)","Radiocarbon years BP",852,1783,NA,1726,"Muskox Lake",-122.666667,71.783333,305,"Depression in morainal deposits. Physiography: morainal deposits of Kellett till.",0,0,NA,"Core","MUSKOX","pollen",40,"Gajewski, Konrad J.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
"8585",8585,"Alnus",242110,24,0,NA,NA,0,NA,"Welten (1982)","Radiocarbon years BP",14652,24319,NA,15809,"Grächen See",7.845,46.195556,1725,"Natural lake, partly filled-up. Physiography: Mountain. Surrounding vegetation: Meadows, cereal fields. Vegetation formation: Subalpine La-P.cemb-Pic-P.sylv-Aln-P.mug.",0,0,"EPD E# 1095","Core","GRAECHEN","pollen",983,"Ammann, Brigitta","2018-01-06","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8588",8588,"Alnus",257151,4,35,NA,NA,1209,NA,"C14 BP","Radiocarbon years BP",15124,25027,NA,16185,"Bellengreville",-0.215,49.1166666666667,20,"Marsh drained by 'la Muance' river. Physiography: Dives valley. Surrounding vegetation: cultivated fields.",0,0,"BELLENGR","Core","BELLENGR","pollen",1029,"Clet-Pellerin, Martine","2018-02-23","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"8608",8608,"Alnus",262620,2,200,NA,NA,NA,NA,"No chronology",NA,NA,25424,NA,16362,"Lingreville",-1.54305555555556,48.9297222222222,5,"Beach. Physiography: estuary system. Surrounding vegetation: cultivated fields.",0,0,"LINGR3CE","Core","LINGR3CE","pollen",1029,"Clet-Pellerin, Martine","2018-03-15","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"8628",8628,"Alnus",392675,12,406,NA,NA,518,NA,"EPD","Radiocarbon years BP",29764,4012,NA,3078,"Dallican Water",-1.09648,60.38736,56,"Lake. Physiography: natural rock basin. Surrounding vegetation: Calluna vulgaris, Cyperaceae, Sphagnum.",0,0,"EPD E# 196","Core","DALLICAN","pollen",121,"Bennett, Keith D.","2019-08-06","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","GBR",1,7,"Adm-0 country",28,"United Kingdom","GB1",0,2,"Country","United Kingdom","GBR",0,"United Kingdom","GBR",0,"United Kingdom","GBR","United Kingdom","U.K.","GB","United Kingdom of Great Britain and Northern Ireland",NA,"United Kingdom",3,61113205,2226000,0,"GB","GBR",826,"GBR",-2.51805776256644,53.9473410569663,"GBR","United Kingdom","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",13,"UK","other","other","other"
"8634",8634,"Alnus",254373,22,120,NA,NA,1240,NA,"C14 BP","Radiocarbon years BP",15072,24933,NA,16136,"Grozon",5.70027777777778,46.8905555555556,260,"Swamp. Physiography: depression with salt springs. Surrounding vegetation: cultivated fields and forest.",0,0,"GROZONS8","Core","GROZONS8","pollen",8766,"Gauthier, Emilie","2018-02-22","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","FRA",1,2,"Adm-0 country",17,"France","FR1",0,2,"Country","France","FRA",0,"France","FRA",0,"France","FRA","France","Fr.","F","French Republic",NA,"France",11,64057792,2128000,0,"FR","FRA",250,"FRA",2.44987065601257,46.6221692058783,"FRA","France","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",14,"France","other","other","other"
"8653",8653,"Alnus",10715,21,14,0.5,NA,14,NA,"NAPD 2","Varve years BP",243,503,NA,491,"Conroy Lake",-67.883333,46.283333,137,"Conroy Lake is a kettle lake located within a beaded esker complex. Surrounding vegetation: Pinus strobus, Picea spp, Betula, Alnus.",0,0,NA,"Core","CONROY","pollen",40,"Gajewski, Konrad J.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"8662",8662,"Alnus",36773,2,30,1,NA,826,NA,"NAPD 1","Radiocarbon years BP",861,1789,NA,1732,"Natural Lake",-95.386111,34.663333,170,"Lake on floodplain, formed on shale. Physiography: Ouachita Mountains. Surrounding vegetation: cattails, willows, elms, oaks.",0,0,NA,"Core","NATURAL","pollen",4,"Albert, Lois E.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","USA",1,2,"Adm-0 country",29,"United States of America","US1",0,2,"Country","United States of America","USA",0,"United States of America","USA",0,"United States of America","USA","United States","U.S.A.","US","United States of America",NA,"United States of America",1,307212123,14260000,0,"US","USA",840,"USA",-99.14176315265,39.5270579829123,"USA","United States of America","North America","North America","North America","US","USA","USA","North America","OECD90","North America (NAM)","North America, High Income",2,"US","other","other","other"
"8666",8666,"Alnus",220661,2,18,NA,NA,353,NA,"C14 BP","Radiocarbon years BP",13026,22678,NA,14482,"Las Pardillas Lake",-3.04588,42.04363,1870,"Small, slightly infilled circular lake. Physiography: Glacial origin lying between moraine dep. Surrounding vegetation: Vaccinium, Juniperus, planted Pinus. Vegetation formation: Oro-mediterrenean vegetation type.",0,0,NA,"Core","LASPARDI","pollen",9627,"Sanchez-Goñi, Maria Fernanda","2017-11-05","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ESP",1,2,"Adm-0 country",233,"Spain","ESP",0,2,"Sovereign country","Spain","ESP",0,"Spain","ESP",0,"Spain","ESP","Spain","Sp.","E","Kingdom of Spain",NA,"Spain",5,40525002,1403000,0,"ES","ESP",724,"ESP",-3.56594395334086,40.4000205188724,"ESP","Spain","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8667",8667,"Alnus",224003,19,80,NA,NA,3239,NA,"Welten (1982)","Radiocarbon years BP",13140,22793,NA,14543,"Grünsee Reschenscheideck",10.478056,46.862778,1840,"Lake with adjacent mire. Physiography: Limestone area. Surrounding vegetation: Forest, mire, open water. Vegetation formation: Sub-alpine Picea forest.",0,0,NA,"Core","GRUNSEE","pollen",983,"Ammann, Brigitta","2017-11-06","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","AUT",1,2,"Adm-0 country",86,"Austria","AUT",0,2,"Sovereign country","Austria","AUT",0,"Austria","AUT",0,"Austria","AUT","Austria","Aust.","A","Republic of Austria",NA,"Austria",4,8210281,329500,0,"AT","AUT",40,"AUT",14.1306728890486,47.5856569231215,"AUT","Austria","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8673",8673,"Alnus",391264,130,94,NA,NA,0,NA,"C14 BP","Radiocarbon years BP",29604,45379,NA,26143,"Lake Ruila",24.431111,59.175,43,"Mixotrophic lake. Physiography: Low relief. Surrounding vegetation: Forest, cultivated fields.",0,0,"EPD E# 2563","Core","RUI","pollen",1204,"Poska, Anneli","2019-08-01","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","EST",1,2,"Adm-0 country",128,"Estonia","EST",0,2,"Sovereign country","Estonia","EST",0,"Estonia","EST",0,"Estonia","EST","Estonia","Est.","EST","Republic of Estonia",NA,"Estonia",10,1299371,27410,0,"EE","EST",233,"EST",25.8316012321046,58.6840076432827,"EST","Estonia","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Newly Independent States of FSU (FSU)","Europe, Eastern",25,"Europe","other","other","other"
"8675",8675,"Alnus",384050,4,60,NA,NA,NA,NA,"No chronology",NA,NA,45124,NA,26035,"Craiovita",23.880556,44.311389,110,"Bog. Physiography: Plane. Surrounding vegetation: Scirpo-Phragmitetum. Vegetation formation: Tilio tomentosae-Carpinetum.",0,0,"EPD E# 2408","Core","CRAIOVIT","pollen",8794,"Farcas, Sorina","2019-07-19","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","ROU",1,2,"Adm-0 country",213,"Romania","ROU",0,2,"Sovereign country","Romania","ROU",0,"Romania","ROU",0,"Romania","ROU","Romania","Rom.","RO",NA,NA,"Romania",13,22215421,271400,0,"RO","ROU",642,"ROU",24.9730993844116,45.8534125440393,"ROU","Romania","Europe","Eurasia","Europe","Central Europe","Central Europe","Europe","Europe","REF","Central and Eastern Europe (EEU)","Europe, Central",25,"Europe","other","other","other"
"8708",8708,"Alnus",227680,5,170,NA,NA,8000,NA,"Welten (1982)","Radiocarbon years BP",13210,22860,NA,14583,"Leysin Les Léchières",7.021667,46.347222,1265,"Mire in depression of 100 x 500 m. Physiography: Depression between moraines, nappes. Surrounding vegetation: Pastures. Vegetation formation: Contact Abieti-Fagetum/Piceetum subalpin.",0,0,NA,"Core","LEYSIN","pollen",983,"Ammann, Brigitta","2017-11-10","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CHE",1,2,"Adm-0 country",240,"Switzerland","CHE",0,2,"Sovereign country","Switzerland","CHE",0,"Switzerland","CHE",0,"Switzerland","CHE","Switzerland","Switz.","CH","Swiss Confederation",NA,"Switzerland",3,7604467,316700,0,"CH","CHE",756,"CHE",8.21538259993145,46.7990229334944,"CHE","Switzerland","Europe","Eurasia","Europe","Western Europe","Western Europe","Europe","Europe","OECD90","Western Europe (WEU)","Europe, Western",25,"Europe","other","other","other"
"8766",8766,"Alnus",26060,12,100,1,NA,1918,NA,"NAPD 1","Radiocarbon years BP",600,1450,NA,1413,"Kennys Pond",-52.713889,47.590278,70,"Kettle pond. Physiography: moraine. Surrounding vegetation: urban park (since 1960s).",0,0,NA,"Core","KENNYS","pollen",66,"Macpherson, Joyce B.","2007-06-30","Last submission to Neotoma","Alnus",NA,"Betulaceae","A","CAN",1,2,"Adm-0 country",106,"Canada","CAN",0,2,"Sovereign country","Canada","CAN",0,"Canada","CAN",0,"Canada","CAN","Canada","Can.","CA",NA,NA,"Canada",2,33487208,1300000,0,"CA","CAN",124,"CAN",-102.355901829177,57.9392328262499,"CAN","Canada","North America","North America","North America","Canada","Canada","Canada","North America","OECD90","North America (NAM)","North America, High Income",9,"Canada","other","other","other"
